Gene ID	TSS ID	Transcript ID	gene name
LH03399	TSS21500	P1P2	-
LH03400	TSS21509	ENST00000547346	RP11-256L6.2
LH03401	TSS21520	CUFF.11256.1	-
LH03402	TSS21532	CUFF.11409.12	RMST
LH03403	TSS21533	ENST00000547946	RMST
LH03404	TSS21538	CUFF.11415.1	-
LH03405	TSS21558	P1P2	RP11-175P13.2
LH03406	TSS21565	CUFF.11306.1	-
LH03407	TSS21573	CUFF.11318.1	-
LH03408	TSS21574	CUFF.11319.1	-
LH03409	TSS21577	P1P2	-
LH03410	TSS21578	P1P2	RP11-554E23.4
LH03411	TSS21579	CUFF.11330.1	-
LH03412	TSS21586	CUFF.11506.11	-
LH03412	TSS21587	CUFF.11506.17	-
LH03413	TSS21607	CUFF.11513.1	-
LH03414	TSS21632	CUFF.11354.1	-
LH03415	TSS21656	ENST00000547750	RP11-61E11.1
LH03416	TSS21657	CUFF.11383.1	-
LH03417	TSS21658	CUFF.11383.2	-
LH03418	TSS21660	CUFF.11387.1	-
LH03419	TSS21687	CUFF.11411.1	-
LH03420	TSS21692	P1P2	RP11-797M17.1
LH03421	TSS21694	P1P2	RP11-864J10.4
LH03422	TSS21711	CUFF.11464.3	RP11-689B22.2
LH03423	TSS21712	P1P2	RP11-689B22.2
LH03424	TSS21716	P1P2	RP11-689B22.2
LH03425	TSS21720	CUFF.11454.1	SNORA40
LH03426	TSS21721	CUFF.11455.1	-
LH03427	TSS21722	CUFF.11455.2,CUFF.11455.4	-
LH03428	TSS21724	CUFF.11457.1	-
LH03429	TSS21725	P1P2	RP11-968O1.5
LH03430	TSS21730	CUFF.11474.1	-
LH03431	TSS21744	ENST00000551161	RP1-74B13.2
LH03432	TSS21745	CUFF.11529.1	RP1-46F2.2
LH03433	TSS21748	P1P2	RP1-46F2.2
LH03434	TSS21751	P1P2	RP3-473L9.4
LH03435	TSS21752	ENST00000548846	RP3-473L9.4
LH03436	TSS21758	ENST00000602695	RP3-462E2.5
LH03437	TSS21760	CUFF.11535.1	-
LH03438	TSS21761	ENST00000551125	RP1-267L14.3
LH03439	TSS21779	CUFF.11561.1	-
LH03440	TSS21781	CUFF.11561.4	-
LH03441	TSS21783	CUFF.11559.1	-
LH03442	TSS21784	CUFF.11560.2,CUFF.11560.3	-
LH03443	TSS21785	CUFF.11560.5	-
LH03444	TSS21788	P1P2	RP11-780K2.1
LH03445	TSS21800	P1P2	TBX5-AS1
LH03445	TSS21801	P1P2	TBX5-AS1
LH03446	TSS21802	P1P2	TBX5-AS1
LH03447	TSS21803	ENST00000595315	TBX5-AS1
LH03448	TSS21846	CUFF.11807.1	-
LH03449	TSS21847	CUFF.11808.1	-
LH03450	TSS21848	CUFF.11810.1	RP11-110L15.1
LH03451	TSS21857	CUFF.11581.1	-
LH03452	TSS21858	ENST00000549725	RP11-493P1.2
LH03453	TSS21861	CUFF.11587.2	-
LH03454	TSS21874	CUFF.11600.1	-
LH03455	TSS21877	P1P2	LINC00173
LH03456	TSS21878	ENST00000477702	LINC00173
LH03457	TSS21888	CUFF.11632.8	RP11-497G19.1
LH03458	TSS21892	CUFF.11632.15	-
LH03459	TSS21893	CUFF.11632.18	-
LH03460	TSS21899	CUFF.11617.8	RP11-103B5.2
LH03461	TSS21914	CUFF.11630.1	-
LH03462	TSS21936	P1P2	PXN-AS1
LH03462	TSS21937	P1P2	PXN-AS1
LH03463	TSS21944	CUFF.11694.1	-
LH03464	TSS21949	CUFF.11701.1	-
LH03465	TSS21954	P1P2	RP11-340F14.5
LH03466	TSS21958	P1P2	RP13-941N14.1
LH03467	TSS21960	TUCPT_00000509	TUCP-KDM2B-1
LH03468	TSS21962	CUFF.11709.1	-
LH03469	TSS21966	CUFF.11726.4	-
LH03470	TSS21973	CUFF.11823.1,CUFF.11823.2,CUFF.11823.4	RP11-347I19.8
LH03471	TSS21974	CUFF.11823.5,ENST00000609067	RP11-347I19.8
LH03472	TSS21975	P1P2	-
LH03473	TSS21977	CUFF.11732.1	-
LH03474	TSS21978	P1P2	AC156455.1
LH03475	TSS21979	P1P2	AC156455.1
LH03476	TSS21980	ENST00000535337	AC156455.1
LH03477	TSS21981	CUFF.11735.1	-
LH03478	TSS21982	CUFF.11733.1	-
LH03479	TSS21983	CUFF.11737.1	-
LH03480	TSS21986	CUFF.11739.1	-
LH03481	TSS22003	CUFF.11750.1	-
LH03482	TSS22004	P1P2	RP11-197N18.2
LH03483	TSS22015	P1P2	hsa-mir-8072
LH03484	TSS22016	P1P2	hsa-mir-8072
LH03485	TSS22023	CUFF.11766.1	-
LH03486	TSS22032	CUFF.11831.1	-
LH03487	TSS22036	CUFF.11777.1	-
LH03488	TSS22037	CUFF.11783.1	-
LH03489	TSS22038	CUFF.11783.2	-
LH03490	TSS22060	CUFF.11794.1	SCARB1-AS1
LH03491	TSS22065	CUFF.11797.1	-
LH03492	TSS22068	CUFF.11798.2	-
LH03493	TSS22069	CUFF.11798.3	-
LH03494	TSS22073	CUFF.11815.1	-
LH03495	TSS22129	CUFF.11939.20	LINC00943
LH03496	TSS22139	CUFF.12012.1	RP11-575F12.1
LH03497	TSS22140	CUFF.12012.9,CUFF.12012.3,CUFF.12012.16	RP11-575F12.2-ASTUCP1,RP11-575F12.1
LH03498	TSS22141	CUFF.12012.21	RP11-575F12.2-ASTUCP1
LH03499	TSS22142	CUFF.12012.25,TUCPT_00000514,CUFF.12012.27	RP11-575F12.2-ASTUCP1
LH03500	TSS22143	TUCPT_00000515	RP11-575F12.2-ASTUCP1
LH03501	TSS22145	CUFF.12013.1	-
LH03502	TSS22147	CUFF.11861.1	-
LH03503	TSS22153	NLT_00001606	LINC-TMEM132C-2
LH03504	TSS22159	CUFF.11889.9,CUFF.11889.10	RP11-351O2.1
LH03505	TSS22168	P1P2	RP11-749H20.4
LH03506	TSS22182	CUFF.11896.1	-
LH03507	TSS22190	CUFF.11911.3,ENST00000512133	RP11-669N7.2
LH03507	TSS22191	ENST00000542535,ENST00000510001,ENST00000541320,ENST00000537367	RP11-669N7.2
LH03508	TSS22192	P1P2	RP11-669N7.2
LH03508	TSS22193	P1P2	RP11-669N7.2
LH03509	TSS22208	CUFF.11932.6	FZD10-AS1
LH03510	TSS22225	CUFF.11917.1	-
LH03511	TSS22227	CUFF.11920.2	RP11-989F5.1
LH03512	TSS22233	CUFF.11923.2	-
LH03513	TSS22239	ENST00000537998	RP11-243M5.1
LH03514	TSS22248	CUFF.12358.1	-
LH03515	TSS22261	CUFF.12359.1	-
LH03516	TSS22269	CUFF.12368.1	-
LH03517	TSS22280	CUFF.12002.3	-
LH03518	TSS22281	CUFF.12002.4	RP11-495K9.9
LH03519	TSS22290	ENST00000542763	RP11-417L19.2
LH03520	TSS22291	CUFF.11956.2	RP11-417L19.2
LH03521	TSS22295	P1P2	RP13-977J11.8
LH03522	TSS22300	CUFF.11977.4,CUFF.11977.6	RP13-895J2.2
LH03523	TSS22303	P1P2	RP13-895J2.2
LH03524	TSS22306	P1P2	RP13-895J2.7
LH03525	TSS22313	CUFF.12037.19	-
LH03526	TSS22334	CUFF.12007.1	-
LH03527	TSS22336	P1P2	RP11-46H11.12
LH03528	TSS22341	CUFF.12021.1	-
LH03529	TSS22343	CUFF.12028.1	-
LH03530	TSS22345	CUFF.12030.1	CTD-2140B24.6
LH03531	TSS22350	CUFF.9453.1	-
LH03532	TSS22365	P1P2	RP11-283I3.6
LH03533	TSS22375	ENST00000503602	RP11-359B12.2
LH03534	TSS22376	ENST00000543290	RP11-359B12.2
LH03535	TSS22377	CUFF.9497.4,CUFF.9497.5,ENST00000545629,ENST00000539259	RP11-359B12.2
LH03536	TSS22396	CUFF.9505.1	-
LH03537	TSS22399	CUFF.9520.1	-
LH03538	TSS22400	CUFF.9523.1	-
LH03539	TSS22402	CUFF.9526.1	CACNA1C-AS4
LH03540	TSS22405	CUFF.9533.2	-
LH03541	TSS22417	CUFF.9531.2	-
LH03542	TSS22429	P1P2	CACNA1C-AS1
LH03543	TSS22440	CUFF.9605.1	-
LH03544	TSS22437	ENST00000540093	RP11-885B4.1
LH03545	TSS22442	ENST00000547042	RP4-816N1.7
LH03546	TSS22441	P1P2	RP4-816N1.6
LH03547	TSS22446	CUFF.9540.1	-
LH03548	TSS22445	CUFF.9539.1,CUFF.9539.2	-
LH03549	TSS22447	CUFF.9545.1	RP11-253E3.3
LH03550	TSS22448	CUFF.9546.1	RP11-253E3.3
LH03551	TSS22449	CUFF.9546.2	RP11-253E3.3
LH03552	TSS22504	P1P2	CCND2-AS1
LH03553	TSS22507	CUFF.9571.2,CUFF.9571.3,CUFF.9571.4	-
LH03554	TSS22508	CUFF.9572.1	-
LH03555	TSS22509	CUFF.9578.1	-
LH03556	TSS22512	CUFF.9606.3	-
LH03557	TSS22535	ENST00000543308	RP11-1038A11.2
LH03558	TSS22545	CUFF.9644.2	-
LH03559	TSS22546	CUFF.9639.1	-
LH03560	TSS22556	P1P2	-
LH03561	TSS22563	P1P2	CD27-AS1
LH03562	TSS22564	ENST00000447687	CD27-AS1
LH03563	TSS22561	P1P2	CD27-AS1
LH03563	TSS22565	P1P2	CD27-AS1
LH03564	TSS22562	CUFF.9714.31	CD27-AS1
LH03565	TSS22566	P1P2	RP5-940J5.3
LH03566	TSS22567	P1P2	RP5-940J5.9
LH03567	TSS22569	CUFF.9683.1	RP4-761J14.10
LH03568	TSS22572	CUFF.9677.1	-
LH03569	TSS22573	CUFF.9680.1,CUFF.9680.2,CUFF.9680.4,CUFF.9680.6	-
LH03570	TSS22574	ENST00000607421	U47924.31
LH03571	TSS22577	P1P2	RP11-273B20.1
LH03572	TSS22578	P1P2	RP11-273B20.1
LH03573	TSS22581	CUFF.9688.1	-
LH03574	TSS22584	CUFF.9702.1	-
LH03575	TSS22585	CUFF.9702.2,CUFF.9702.3	-
LH03575	TSS22586	CUFF.9702.5	-
LH03576	TSS22587	CUFF.9694.1	-
LH03577	TSS22593	P1P2	LINC00937
LH03578	TSS22599	P1P2	LINC00937
LH03579	TSS22591	P1P2	LINC00937
LH03580	TSS22606	CUFF.9704.1	-
LH03581	TSS22611	CUFF.9724.1	RP11-20D14.6
LH03582	TSS22612	CUFF.9726.1	A2ML1-AS2
LH03583	TSS22608	P1P2	A2ML1-AS1
LH03584	TSS22609	CUFF.9722.2	A2ML1-AS1
LH03585	TSS22618	CUFF.9711.1	-
LH03586	TSS22614	CUFF.9709.1	-
LH03587	TSS22623	CUFF.9727.1	-
LH03588	TSS22625	CUFF.9729.1	-
LH03589	TSS22639	CUFF.9755.1	-
LH03590	TSS22640	P1P2	RP11-656E20.5
LH03591	TSS22642	CUFF.9754.3	RP11-656E20.5
LH03592	TSS22643	CUFF.9753.1	-
LH03593	TSS22650	ENST00000539009	RP11-277P12.10
LH03594	TSS22649	CUFF.9758.2	RP11-277P12.10
LH03595	TSS22656	P1P2	-
LH03595	TSS22657	P1P2	-
LH03596	TSS22658	CUFF.9766.1	-
LH03597	TSS22660	P1P2	RP11-785H5.2
LH03598	TSS22667	P1P2	RP11-434C1.2
LH03599	TSS22678	CUFF.9826.10,CUFF.9826.11,CUFF.9826.12,CUFF.9826.13,CUFF.9826.14	-
LH03600	TSS22692	P1P2	-
LH03601	TSS22695	CUFF.9840.1	RP11-180M15.4
LH03602	TSS22696	CUFF.9840.2	RP11-180M15.4
LH03603	TSS22698	CUFF.9835.1	-
LH03604	TSS22699	CUFF.9837.1,CUFF.9837.2	-
LH03605	TSS22700	CUFF.9839.1	-
LH03606	TSS22701	CUFF.9854.1	RP11-377D9.3
LH03607	TSS22709	CUFF.9845.1	-
LH03608	TSS22710	CUFF.9845.2	-
LH03609	TSS22711	CUFF.9845.3,CUFF.9845.4	-
LH03610	TSS22712	CUFF.9845.5,CUFF.9845.8	-
LH03611	TSS22723	ENST00000562691	RP11-174G6.5
LH03612	TSS22726	P1P2	RERG-IT1
LH03613	TSS22727	CUFF.9885.1	-
LH03614	TSS22736	CUFF.9890.1	-
LH03615	TSS22738	CUFF.9896.1	-
LH03616	TSS22742	CUFF.9908.2	-
LH03617	TSS22757	CUFF.9911.1	-
LH03618	TSS22772	CUFF.9957.1	-
LH03619	TSS22778	CUFF.9980.1	-
LH03620	TSS22795	CUFF.10000.1	RP11-284H19.1
LH03621	TSS22796	CUFF.10000.2	RP11-284H19.1
LH03622	TSS22798	CUFF.10002.1	-
LH03623	TSS22801	CUFF.10021.3	-
LH03624	TSS22810	CUFF.10022.1	-
LH03625	TSS22802	CUFF.10021.4,CUFF.10021.5	-
LH03626	TSS22818	CUFF.9992.1	-
LH03627	TSS22819	CUFF.10001.1	-
LH03628	TSS22822	ENST00000543604	RP11-359J14.2
LH03629	TSS22825	CUFF.10008.1,CUFF.10008.2	-
LH03630	TSS22831	CUFF.10446.1,CUFF.10446.2	RP11-153K16.2,-
LH03631	TSS22833	P1P2	RP11-444D3.1
LH03632	TSS22876	P1P2	RASSF8-AS1
LH03632	TSS22883	P1P2	RASSF8-AS1
LH03633	TSS22877	P1P2	RASSF8-AS1
LH03634	TSS22878	P1P2	RASSF8-AS1
LH03635	TSS22879	P1P2	RASSF8-AS1
LH03635	TSS22880	P1P2	RASSF8-AS1
LH03636	TSS22874	P1P2	RASSF8-AS1
LH03637	TSS22881	P1P2	RASSF8-AS1
LH03638	TSS22885	P1P2	RP11-283G6.3
LH03639	TSS22886	P1P2	RP11-283G6.3
LH03640	TSS22887	P1P2	RP11-283G6.5
LH03641	TSS22892	ENST00000540625	RP11-283G6.5
LH03642	TSS22894	ENST00000537724	RP11-612B6.2
LH03643	TSS22895	CUFF.10055.1	-
LH03644	TSS22896	CUFF.10058.1,CUFF.10058.2	-
LH03645	TSS22897	CUFF.10058.3,CUFF.10058.4,CUFF.10058.5	-
LH03646	TSS22919	P1P2	RP11-1060J15.4
LH03647	TSS22922	ENST00000543527	RP11-860B13.3
LH03648	TSS22927	P1	RP11-967K21.1
LH03648	TSS22927	P2	RP11-967K21.1
LH03649	TSS22954	P1P2	RP11-996F15.2
LH03650	TSS22993	P1P2	DDX11-AS1
LH03651	TSS22999	P1P2	RP11-771K4.1
LH03652	TSS22998	CUFF.10166.1	RP11-771K4.1
LH03653	TSS23002	CUFF.10173.7	-
LH03654	TSS23015	CUFF.10200.17	-
LH03655	TSS23014	CUFF.10200.18	-
LH03656	TSS23021	CUFF.10174.2	-
LH03657	TSS23023	CUFF.10175.4	-
LH03658	TSS23022	CUFF.10175.1,CUFF.10175.2	-
LH03659	TSS23028	CUFF.10182.1	-
LH03660	TSS23034	CUFF.10186.1	-
LH03661	TSS23033	CUFF.10185.4	-
LH03662	TSS23040	CUFF.10189.1	-
LH03663	TSS23044	CUFF.10191.3	-
LH03664	TSS23045	CUFF.10190.1	-
LH03665	TSS23046	CUFF.10190.2	-
LH03666	TSS23051	CUFF.10222.2	-
LH03667	TSS23055	ENST00000561632	RP11-438D14.2
LH03668	TSS23087	CUFF.10259.2	-
LH03669	TSS23113	CUFF.10283.1	-
LH03670	TSS23114	CUFF.10285.1	-
LH03671	TSS23162	P1P2	RP11-350F4.2
LH03672	TSS23164	NLT_00001683	LINC-TWF1-1
LH03673	TSS23177	CUFF.10380.3	-
LH03674	TSS23186	P1P2	LINC00938
LH03675	TSS23195	CUFF.10461.1	-
LH03676	TSS23193	CUFF.10460.13	-
LH03677	TSS23189	CUFF.10460.11,CUFF.10460.12	RP11-96H19.1
LH03678	TSS23194	CUFF.10460.15	-
LH03679	TSS23196	CUFF.10466.2	-
LH03680	TSS23205	P1P2	PCED1B-AS1
LH03681	TSS23208	ENST00000551432	PCED1B-AS1
LH03682	TSS23206	P1P2	PCED1B-AS1
LH03683	TSS23207	P1P2	PCED1B-AS1
LH03684	TSS23223	CUFF.10395.1	-
LH03685	TSS23234	CUFF.10416.1	-
LH03686	TSS23237	CUFF.10418.3	-
LH03687	TSS23240	CUFF.10423.1	-
LH03688	TSS23241	CUFF.10424.1	-
LH03689	TSS23246	P1P2	RP11-977B10.2
LH03690	TSS23247	ENST00000550468	RP11-161H23.5
LH03691	TSS23248	CUFF.10438.2	RP11-161H23.5
LH03692	TSS23257	CUFF.10436.1	-
LH03693	TSS23260	CUFF.10451.1	-
LH03694	TSS23263	ENST00000550644	RP11-133N21.10
LH03695	TSS23264	CUFF.10456.1	-
LH03696	TSS23271	P1P2	RP11-469H8.6
LH03697	TSS23278	P1P2	RP3-405J10.3
LH03698	TSS23281	CUFF.10485.1	-
LH03699	TSS23293	CUFF.10510.1	-
LH03700	TSS23296	CUFF.10513.1	-
LH03701	TSS23297	CUFF.10511.1	RP11-923I11.3
LH03702	TSS23298	CUFF.10511.2	RP11-923I11.3
LH03703	TSS23307	CUFF.10528.2	-
LH03704	TSS23313	CUFF.10521.1	-
LH03705	TSS23316	CUFF.10526.1	-
LH03706	TSS23319	P1P2	RP11-1100L3.8
LH03707	TSS23318	CUFF.10534.1,ENST00000564363	RP11-1100L3.8
LH03708	TSS23321	P1P2	RP11-1100L3.7
LH03709	TSS23320	CUFF.10531.1	RP11-1100L3.7
LH03710	TSS23332	ENST00000546686	RP3-416H24.1
LH03711	TSS23335	ENST00000552441	RP11-845M18.6
LH03712	TSS23342	ENST00000549388	RP11-983P16.4
LH03713	TSS23343	P1P2	RP11-983P16.4
LH03713	TSS23344	P1P2	RP11-983P16.4
LH03714	TSS23346	P1P2	RP11-983P16.4
LH03715	TSS23354	P1P2	RP11-680A11.5
LH03716	TSS23355	ENST00000602306	RP11-793H13.11
LH03717	TSS23364	P1P2	HOXC13-AS
LH03718	TSS23379	ENST00000425595	HOTAIR
LH03719	TSS23368	P1P2	HOTAIR
LH03719	TSS23369	P1P2	HOTAIR
LH03720	TSS23370	CUFF.10637.37	HOTAIR
LH03721	TSS23372	CUFF.10637.24	HOTAIR
LH03722	TSS23373	CUFF.10637.21,CUFF.10637.27,CUFF.10637.26	HOTAIR
LH03723	TSS23375	CUFF.10637.16,CUFF.10637.39	HOTAIR
LH03724	TSS23376	CUFF.10637.36,ENST00000424518,ENST00000455246	HOTAIR
LH03725	TSS23377	CUFF.10637.49	HOTAIR
LH03726	TSS23378	CUFF.10637.50	HOTAIR
LH03727	TSS23381	ENST00000567780	HOXC-AS3
LH03728	TSS23384	P1P2	HOXC-AS3
LH03729	TSS23382	P1P2	HOXC-AS3
LH03730	TSS23387	P1P2	HOXC-AS2
LH03731	TSS23388	P1P2	HOXC-AS1
LH03732	TSS23385	P1P2	HOXC-AS2,HOXC-AS1
LH03732	TSS23389	P1P2	HOXC-AS1
LH03733	TSS23390	CUFF.10575.1,CUFF.10575.2	-
LH03734	TSS23396	ENST00000504278,ENST00000505661	RP11-834C11.5
LH03735	TSS23401	ENST00000547942	RP11-1049A21.2
LH03736	TSS23402	CUFF.10579.2	RP11-1049A21.2
LH03737	TSS23411	CUFF.10594.1	-
LH03738	TSS23421	ENST00000547009	RP11-762I7.4
LH03739	TSS23423	ENST00000554022	RP11-973D8.4
LH03740	TSS23424	CUFF.10606.1	-
LH03741	TSS23425	CUFF.10606.2	-
LH03742	TSS23433	ENST00000548595	RP11-603J24.17
LH03743	TSS23436	P1P2	RP11-603J24.5
LH03744	TSS23435	P1P2	RP11-603J24.5
LH03745	TSS23437	CUFF.10622.3	RP11-603J24.5
LH03746	TSS23438	CUFF.10617.1	-
LH03747	TSS23439	CUFF.10618.2	-
LH03748	TSS23440	P1P2	RP11-603J24.14
LH03749	TSS23441	P1P2	RP11-977G19.5
LH03750	TSS23442	CUFF.10623.1	-
LH03751	TSS23443	ENST00000546464	RP11-977G19.14
LH03752	TSS23444	CUFF.10624.1	-
LH03753	TSS23450	CUFF.10640.1	-
LH03754	TSS23449	CUFF.10639.1	-
LH03755	TSS23462	P1P2	RP11-545N8.3
LH03756	TSS23463	CUFF.10661.3	RP11-545N8.3
LH03757	TSS23461	CUFF.10661.1	RP11-545N8.3
LH03758	TSS23464	CUFF.10663.1,CUFF.10663.2	-
LH03759	TSS23465	CUFF.10650.1	-
LH03760	TSS23466	CUFF.10662.1	-
LH03761	TSS23467	CUFF.10652.1	-
LH03762	TSS23468	CUFF.10666.1,CUFF.10666.5	-
LH03763	TSS23469	CUFF.10666.6	-
LH03764	TSS23472	ENST00000610219	AC025165.8
LH03765	TSS23471	P1P2	AC025165.8
LH03766	TSS23470	CUFF.10673.2,ENST00000593846	AC025165.8
LH03767	TSS23474	P1P2	RP11-571M6.7
LH03768	TSS23478	CUFF.10668.1	-
LH03769	TSS23477	CUFF.10667.1	-
LH03770	TSS23482	P1P2	RP11-620J15.3
LH03770	TSS23483	P1P2	RP11-620J15.3
LH03771	TSS23512	CUFF.10703.1	-
LH03772	TSS23519	CUFF.10689.1,CUFF.10689.2	-
LH03773	TSS23520	CUFF.10690.1	-
LH03774	TSS23538	CUFF.10709.1	-
LH03775	TSS23541	CUFF.10710.1	-
LH03776	TSS23543	CUFF.10717.2	RP11-631N16.2
LH03777	TSS23556	ENST00000509615	RP11-415I12.3
LH03778	TSS23557	ENST00000546214	TMEM5-AS1
LH03779	TSS23564	ENST00000535806	RP11-196H14.4
LH03780	TSS23562	ENST00000536455	RP11-196H14.3
LH03781	TSS23561	CUFF.10766.4	RP11-196H14.2
LH03782	TSS23565	CUFF.10737.1	-
LH03783	TSS23589	CUFF.10934.2	-
LH03784	TSS23601	ENST00000355869	RP11-230G5.2
LH03785	TSS23592	P1P2	RP11-230G5.2
LH03786	TSS23605	CUFF.10794.2	-
LH03787	TSS23608	CUFF.10772.1	-
LH03788	TSS23609	P1P2	RP11-366L20.3
LH03789	TSS23617	ENST00000536412	RP11-335I12.2
LH03790	TSS23623	ENST00000535721	RP11-123O10.4
LH03791	TSS23654	CUFF.10816.2	RP11-335O4.3
LH03792	TSS23655	ENST00000425371	RP11-335O4.3
LH03793	TSS23656	CUFF.10816.4	RP11-335O4.3
LH03794	TSS23657	CUFF.10814.1	-
LH03795	TSS23669	CUFF.10836.16	-
LH03796	TSS23687	CUFF.10831.1	-
LH03797	TSS23688	CUFF.10829.1	-
LH03798	TSS23691	P1P2	RP11-637A17.2
LH03799	TSS23692	CUFF.10832.1	-
LH03800	TSS23693	CUFF.10835.1	-
LH03801	TSS23695	CUFF.10842.1	-
LH03802	TSS23697	CUFF.10844.1	-
LH03803	TSS23694	CUFF.10841.1	-
LH03804	TSS23700	P1P2	RP11-611O2.5
LH03805	TSS23712	CUFF.10857.1	-
LH03806	TSS23715	P1P2	RP11-1143G9.4
LH03807	TSS23714	CUFF.10855.1	RP11-1143G9.4
LH03808	TSS23719	CUFF.10859.1	-
LH03809	TSS23732	ENST00000552998	RP11-320P7.1
LH03810	TSS23726	P1P2	RP11-611E13.2
LH03811	TSS23734	CUFF.10867.1	-
LH03812	TSS23736	CUFF.10870.1	-
LH03813	TSS23748	CUFF.10900.1	RP11-2H8.2
LH03814	TSS23760	ENST00000549957	TRHDE-AS1
LH03815	TSS23761	NLT_00001713	TRHDE-AS2
LH03816	TSS23762	P1P2	TRHDE-AS1
LH03817	TSS23764	P1P2	TRHDE-AS1
LH03818	TSS23799	ENST00000552046	RP11-274M17.3
LH03819	TSS23795	P1P2	RP11-81H3.2
LH03820	TSS23790	P1P2	RP11-81H3.2
LH03821	TSS23800	P1P2	RP11-56G10.2
LH03822	TSS23813	ENST00000547326	RP11-585P4.5
LH03823	TSS23820	ENST00000552466	RP11-114H23.1
LH03824	TSS23821	ENST00000548702	RP11-114H23.2
LH03825	TSS23829	CUFF.10988.1	-
LH03826	TSS23844	CUFF.10979.1	RP11-136F16.1
LH03827	TSS23864	CUFF.11041.11	RP11-390N6.1
LH03828	TSS23869	CUFF.11046.1	-
LH03829	TSS23870	CUFF.11047.1	-
LH03830	TSS23871	CUFF.11048.1	-
LH03831	TSS23872	CUFF.11049.1	-
LH03832	TSS23874	CUFF.10985.1	-
LH03833	TSS23873	CUFF.10984.1	-
LH03834	TSS23884	CUFF.11023.1	-
LH03835	TSS23914	ENST00000552532	RP11-263K4.5
LH03836	TSS23944	CUFF.11071.1	-
LH03837	TSS23979	CUFF.11145.1	-
LH03838	TSS23982	CUFF.11149.7	-
LH03839	TSS23983	CUFF.11149.1,CUFF.11149.3,CUFF.11149.4	-
LH03839	TSS23983	CUFF.11149.5	-
LH03840	TSS24009	CUFF.11121.1	RP11-734K2.4
LH03841	TSS24040	CUFF.11204.22	RP11-121E16.1
LH03842	TSS24035	CUFF.11204.13	RP11-121E16.1
LH03843	TSS24037	CUFF.11204.21	RP11-121E16.1
LH03844	TSS24074	ENST00000549930	RP11-511B23.2
LH03845	TSS24079	P1P2	RP11-486A14.2
LH03846	TSS24083	CUFF.11164.2,CUFF.11164.3,CUFF.11164.4	-
LH03847	TSS24090	CUFF.11166.1	-
LH03848	TSS24092	ENST00000547845	SOCS2-AS1
LH03849	TSS24093	P1P2	SOCS2-AS1
LH03850	TSS24091	P1P2	SOCS2-AS1
LH03851	TSS24098	P1P2	RP11-1060G2.1
LH03852	TSS24119	CUFF.11227.1	-
LH03853	TSS24130	CUFF.11234.1	-
LH03854	TSS24131	CUFF.11242.2	-
LH03855	TSS24139	P1P2	RP11-394J1.2
LH03856	TSS24159	CUFF.11408.2	RMST
LH03857	TSS24181	P1P2	-
LH03858	TSS24183	P1P2	-
LH03859	TSS24185	P1P2	TMPO-AS1
LH03860	TSS24184	P1P2	TMPO-AS1
LH03861	TSS24187	CUFF.11269.2	-
LH03862	TSS24188	CUFF.11278.1,CUFF.11278.8,CUFF.11278.9	-
LH03862	TSS24188	CUFF.11278.2,CUFF.11278.3,CUFF.11278.4,CUFF.11278.5	-
LH03863	TSS24189	CUFF.11279.1	-
LH03864	TSS24206	CUFF.11299.1	-
LH03865	TSS24207	CUFF.11302.1	-
LH03866	TSS24208	ENST00000547360	RP11-321F8.4
LH03867	TSS24224	ENST00000551918	RP11-512N21.3
LH03868	TSS24246	CUFF.11339.1	-
LH03869	TSS24253	P1P2	RP11-341G23.4
LH03870	TSS24254	CUFF.11355.1	-
LH03871	TSS24259	P1P2	RP11-818F20.5
LH03872	TSS24262	CUFF.11368.1	-
LH03873	TSS24290	CUFF.11401.1	-
LH03874	TSS24291	CUFF.11401.2,CUFF.11401.3	-
LH03875	TSS24293	CUFF.11400.1	-
LH03876	TSS24309	CUFF.11426.9	-
LH03877	TSS24310	P1P2	RP11-412D9.4
LH03877	TSS24311	P1P2	RP11-412D9.4
LH03878	TSS24322	CUFF.11425.1	-
LH03879	TSS24350	ENST00000578927	SNORA40
LH03880	TSS24364	CUFF.11468.1	-
LH03881	TSS24375	P1P2	FAM222A-AS1
LH03882	TSS24374	P1P2	FAM222A-AS1
LH03883	TSS24382	CUFF.11479.1	-
LH03884	TSS24389	CUFF.11490.3	-
LH03885	TSS24393	P1P2	RP11-478C19.2
LH03886	TSS24399	P1P2	RP1-46F2.3
LH03887	TSS24398	CUFF.11530.2	RP1-46F2.3
LH03888	TSS24412	CUFF.11523.1	-
LH03889	TSS24415	CUFF.11525.2	RP3-462E2.3
LH03890	TSS24418	P1P2	MAPKAPK5-AS1
LH03890	TSS24419	P1P2	MAPKAPK5-AS1
LH03891	TSS24417	CUFF.11552.1,CUFF.11552.5,ENST00000456429,ENST00000428207	MAPKAPK5-AS1
LH03892	TSS24420	CUFF.11537.2	-
LH03893	TSS24422	CUFF.11538.1	-
LH03894	TSS24421	CUFF.11537.1	RP3-462E2.5
LH03895	TSS24423	CUFF.11532.1	-
LH03896	TSS24425	CUFF.11531.1	-
LH03897	TSS24435	ENST00000552525	RP11-545P7.4
LH03898	TSS24440	P1P2	RP11-438N16.1
LH03898	TSS24443	P1P2	RP11-438N16.1
LH03899	TSS24475	CUFF.11678.3	-
LH03900	TSS24477	CUFF.11678.2	-
